City,State,Provider ID,Hospital Name,County Name,HCAHPS Question Type,Patient Survey Star Rating (out of 5),Number of Completed Surveys,Survey Response Rate Percent,Measure Start Date,Measure End Date,,
ABERDEEN,SD,430014,AVERA ST LUKES,BROWN,Summary star rating,4,561,28,4/1/2016,3/31/2017,,
ABERDEEN,SD,430097,SANFORD ABERDEEN MEDICAL CENTER,BROWN,Summary star rating,4,204,26,4/1/2016,3/31/2017,,
ARMOUR,SD,431305,DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH,DOUGLAS,Summary star rating,0,FEWER THAN 50,35,4/1/2016,3/31/2017,,
BRITTON,SD,431312,MARSHALL COUNTY HEALTHCARE CENTER - CAH,MARSHALL,Summary star rating,0,FEWER THAN 50,43,4/1/2016,3/31/2017,,
BROOKINGS,SD,430008,BROOKINGS HEALTH SYSTEM,BROOKINGS,Summary star rating,4,253,30,4/1/2016,3/31/2017,,
CHAMBERLAIN,SD,431329,SANFORD CHAMBERLAIN MEDICAL CENTER,BRULE,Summary star rating,0,FEWER THAN 50,18,4/1/2016,3/31/2017,,
CUSTER,SD,431323,REGIONAL HEALTH CUSTER HOSPITAL,CUSTER,Summary star rating,0,FEWER THAN 50,25,4/1/2016,3/31/2017,,
DAKOTA DUNES,SD,430089,DUNES SURGICAL HOSPITAL,UNION,Summary star rating,5,895,61,4/1/2016,3/31/2017,,
DEADWOOD,SD,431320,REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL,LAWRENCE,Summary star rating,0,70,29,4/1/2016,3/31/2017,,
DELL RAPIDS,SD,431331,AVERA DELLS AREA HOSPITAL  - CAH,MINNEHAHA,Summary star rating,0,FEWER THAN 50,33,4/1/2016,3/31/2017,,
GREGORY,SD,431338,AVERA GREGORY HOSPITAL,GREGORY,Summary star rating,0,86,28,4/1/2016,3/31/2017,,
HOT SPRINGS,SD,431322,FALL RIVER HOSPITAL - CAH,FALL RIVER,Summary star rating,0,65,35,4/1/2016,3/31/2017,,
MADISON,SD,431300,MADISON REGIONAL HEALTH SYSTEM,LAKE,Summary star rating,0,60,24,4/1/2016,3/31/2017,,
MILBANK,SD,431326,MILBANK AREA HOSPITAL/AVERA HEALTH,GRANT,Summary star rating,0,68,30,4/1/2016,3/31/2017,,
MILLER,SD,431337,AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC,HAND,Summary star rating,0,FEWER THAN 50,30,4/1/2016,3/31/2017,,
MITCHELL,SD,430013,AVERA QUEEN OF PEACE,DAVISON,Summary star rating,4,434,30,4/1/2016,3/31/2017,,
MOBRIDGE,SD,431325,MOBRIDGE REGIONAL HOSPITAL - CAH,WALWORTH,Summary star rating,4,105,28,4/1/2016,3/31/2017,,
PARKSTON,SD,431330,AVERA ST BENEDICT HEALTH CENTER - CAH,HUTCHINSON,Summary star rating,0,91,28,4/1/2016,3/31/2017,,
PIERRE,SD,430015,AVERA ST MARY'S HOSPITAL,HUGHES,Summary star rating,4,232,24,4/1/2016,3/31/2017,,
PLATTE,SD,431306,PLATTE HEALTH CENTER - CAH,CHARLES MIX,Summary star rating,0,FEWER THAN 50,30,4/1/2016,3/31/2017,,
RAPID CITY,SD,430091,BLACK HILLS SURGICAL HOSPITAL LLP,PENNINGTON,Summary star rating,5,927,58,4/1/2016,3/31/2017,,
RAPID CITY,SD,430077,REGIONAL HEALTH RAPID CITY HOSPITAL,PENNINGTON,Summary star rating,3,2674,26,4/1/2016,3/31/2017,,
RAPID CITY,SD,430093,SAME DAY SURGERY CENTER LLC,PENNINGTON,Summary star rating,5,210,46,4/1/2016,3/31/2017,,
REDFIELD,SD,431316,COMMUNITY MEMORIAL HOSPITAL,SPINK,Summary star rating,0,70,29,4/1/2016,3/31/2017,,
ROSEBUD,SD,430084,PHS INDIAN HOSPITAL AT ROSEBUD,TODD,Summary star rating,0,FEWER THAN 50,12,4/1/2016,3/31/2017,,
SIOUX FALLS,SD,430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,MINNEHAHA,Summary star rating,5,573,54,4/1/2016,3/31/2017,,
SIOUX FALLS,SD,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,MINNEHAHA,Summary star rating,3,1414,30,4/1/2016,3/31/2017,,
SIOUX FALLS,SD,430027,SANFORD USD MEDICAL CENTER,MINNEHAHA,Summary star rating,4,4633,32,4/1/2016,3/31/2017,,
SIOUX FALLS,SD,430090,SIOUX FALLS SPECIALTY HOSPITAL LLP,MINNEHAHA,Summary star rating,5,1141,65,4/1/2016,3/31/2017,,
SPEARFISH,SD,430048,REGIONAL HEALTH SPEARFISH HOSPITAL,LAWRENCE,Summary star rating,4,324,26,4/1/2016,3/31/2017,,
STURGIS,SD,431321,REGIONAL HEALTH STURGIS HOSPITAL,MEADE,Summary star rating,4,103,29,4/1/2016,3/31/2017,,
TYNDALL,SD,431327,ST MICHAEL'S HOSPITAL - CAH,BON HOMME,Summary star rating,0,FEWER THAN 50,39,4/1/2016,3/31/2017,,
VERMILLION,SD,431336,SANFORD VERMILLION HOSPITAL,CLAY,Summary star rating,0,53,27,4/1/2016,3/31/2017,,
WAGNER,SD,431315,WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH,CHARLES MIX,Summary star rating,0,FEWER THAN 50,28,4/1/2016,3/31/2017,,
WATERTOWN,SD,430005,PRAIRIE LAKES HOSPITAL,CODINGTON,Summary star rating,3,549,26,4/1/2016,3/31/2017,,
WEBSTER,SD,431311,SANFORD HOSPITAL WEBSTER - CAH,DAY,Summary star rating,0,FEWER THAN 50,36,4/1/2016,3/31/2017,,
WESSINGTON SPRINGS,SD,431324,AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH,JERAULD,Summary star rating,0,FEWER THAN 50,44,4/1/2016,3/31/2017,,
WINNER,SD,431334,WINNER REGIONAL HEALTHCARE CENTER - CAH,TRIPP,Summary star rating,0,64,16,4/1/2016,3/31/2017,,
YANKTON,SD,430012,AVERA SACRED HEART HOSPITAL,YANKTON,Summary star rating,4,551,29,4/1/2016,3/31/2017,,
ASHLAND CITY,TN,441311,TRISTAR ASHLAND CITY MEDICAL CENTER,CHEATHAM,Summary star rating,0,FEWER THAN 50,22,4/1/2016,3/31/2017,,
ATHENS,TN,440068,STARR REGIONAL MEDICAL CENTER ATHENS,MCMINN,Summary star rating,3,444,29,4/1/2016,3/31/2017,,
BARTLETT,TN,440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,SHELBY,Summary star rating,3,672,30,4/1/2016,3/31/2017,,
BOLIVAR,TN,440181,BOLIVAR GENERAL HOSPITAL,HARDEMAN,Summary star rating,0,FEWER THAN 50,17,4/1/2016,3/31/2017,,
BRISTOL,TN,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,SULLIVAN,Summary star rating,4,1521,34,4/1/2016,3/31/2017,,
CAMDEN,TN,441316,CAMDEN GENERAL HOSPITAL,BENTON,Summary star rating,0,FEWER THAN 50,25,4/1/2016,3/31/2017,,
CARTHAGE,TN,441307,RIVERVIEW REGIONAL MEDICAL CENTER,SMITH,Summary star rating,4,201,37,4/1/2016,3/31/2017,,
CELINA,TN,441319,CUMBERLAND RIVER HOSPITAL,CLAY,Summary star rating,0,54,23,4/1/2016,3/31/2017,,
CENTERVILLE,TN,441300,SAINT THOMAS HICKMAN HOSPITAL,HICKMAN,Summary star rating,0,87,36,4/1/2016,3/31/2017,,
CHATTANOOGA,TN,440104,ERLANGER MEDICAL CENTER,HAMILTON,Summary star rating,2,3448,31,4/1/2016,3/31/2017,,
CHATTANOOGA,TN,440091,"MEMORIAL HEALTHCARE SYSTEM, INC",HAMILTON,Summary star rating,4,1816,40,4/1/2016,3/31/2017,,
CHATTANOOGA,TN,440156,PARKRIDGE MEDICAL CENTER,HAMILTON,Summary star rating,3,1982,22,4/1/2016,3/31/2017,,
CLARKSVILLE,TN,440035,TENNOVA HEALTHCARE-CLARKSVILLE,MONTGOMERY,Summary star rating,2,1187,31,4/1/2016,3/31/2017,,
CLEVELAND,TN,440185,TENNOVA HEALTHCARE-CLEVELAND,BRADLEY,Summary star rating,2,602,31,4/1/2016,3/31/2017,,
COLUMBIA,TN,440073,MAURY REGIONAL HOSPITAL,MAURY,Summary star rating,3,1050,23,4/1/2016,3/31/2017,,
COOKEVILLE,TN,440059,COOKEVILLE REGIONAL MEDICAL CENTER,PUTNAM,Summary star rating,3,1798,26,4/1/2016,3/31/2017,,
COVINGTON,TN,440131,BAPTIST MEMORIAL HOSPITAL TIPTON,TIPTON,Summary star rating,4,117,11,4/1/2016,3/31/2017,,
CROSSVILLE,TN,440009,CUMBERLAND MEDICAL CENTER,CUMBERLAND,Summary star rating,3,1014,37,4/1/2016,3/31/2017,,
DAYTON,TN,441310,RHEA MEDICAL CENTER,RHEA,Summary star rating,3,205,29,4/1/2016,3/31/2017,,
DICKSON,TN,440046,TRISTAR HORIZON MEDICAL CENTER,DICKSON,Summary star rating,3,858,22,4/1/2016,3/31/2017,,
DYERSBURG,TN,440072,TENNOVA HEALTHCARE-DYERSBURG REGIONAL,DYER,Summary star rating,2,597,26,4/1/2016,3/31/2017,,
ELIZABETHTON,TN,440018,SYCAMORE SHOALS HOSPITAL,CARTER,Summary star rating,4,466,19,4/1/2016,3/31/2017,,
ERWIN,TN,440001,UNICOI COUNTY MEMORIAL HOSPITAL,UNICOI,Summary star rating,0,76,17,4/1/2016,3/31/2017,,
FAYETTEVILLE,TN,440102,LINCOLN MEDICAL CENTER,LINCOLN,Summary star rating,3,248,26,4/1/2016,3/31/2017,,
FRANKLIN,TN,440029,WILLIAMSON MEDICAL CENTER,WILLIAMSON,Summary star rating,4,785,33,4/1/2016,3/31/2017,,
GALLATIN,TN,440003,SUMNER REGIONAL MEDICAL CENTER,SUMNER,Summary star rating,3,685,37,4/1/2016,3/31/2017,,
GREENEVILLE,TN,440025,"LAUGHLIN MEMORIAL HOSPITAL, INC",GREENE,Summary star rating,4,327,30,4/1/2016,3/31/2017,,
GREENEVILLE,TN,440050,TAKOMA REGIONAL HOSPITAL,GREENE,Summary star rating,3,271,18,4/1/2016,3/31/2017,,
HARRIMAN,TN,440031,ROANE MEDICAL CENTER,ROANE,Summary star rating,4,402,36,4/1/2016,3/31/2017,,
HARTSVILLE,TN,441301,TROUSDALE MEDICAL CENTER,TROUSDALE,Summary star rating,0,FEWER THAN 50,26,4/1/2016,3/31/2017,,
HENDERSONVILLE,TN,440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,SUMNER,Summary star rating,3,1107,23,4/1/2016,3/31/2017,,
HERMITAGE,TN,440150,TRISTAR SUMMIT MEDICAL CENTER,DAVIDSON,Summary star rating,3,1287,23,4/1/2016,3/31/2017,,
HUNTINGDON,TN,440016,BAPTIST MEMORIAL HOSPITAL HUNTINGDON,CARROLL,Summary star rating,0,66,17,4/1/2016,3/31/2017,,
JACKSON,TN,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,MADISON,Summary star rating,4,2193,23,4/1/2016,3/31/2017,,
JACKSON,TN,440189,TENNOVA HEALTHCARE-REGIONAL JACKSON,MADISON,Summary star rating,3,540,37,4/1/2016,3/31/2017,,
JAMESTOWN,TN,440083,TENNOVA HEALTHCARE - JAMESTOWN,FENTRESS,Summary star rating,3,272,40,4/1/2016,3/31/2017,,
JEFFERSON CITY,TN,440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,JEFFERSON,Summary star rating,4,328,34,4/1/2016,3/31/2017,,
JELLICO,TN,440180,JELLICO COMMUNITY HOSPITAL,CAMPBELL,Summary star rating,4,361,19,4/1/2016,3/31/2017,,
JOHNSON CITY,TN,440184,FRANKLIN WOODS COMMUNITY HOSPITAL,WASHINGTON,Summary star rating,4,1055,24,4/1/2016,3/31/2017,,
JOHNSON CITY,TN,440063,JOHNSON CITY MEDICAL CENTER,WASHINGTON,Summary star rating,3,590,20,4/1/2016,3/31/2017,,
KINGSPORT,TN,440176,INDIAN PATH MEDICAL CENTER,SULLIVAN,Summary star rating,3,596,20,4/1/2016,3/31/2017,,
KINGSPORT,TN,440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,SULLIVAN,Summary star rating,4,1460,37,4/1/2016,3/31/2017,,
KNOXVILLE,TN,440125,FORT SANDERS REGIONAL MEDICAL CENTER,KNOX,Summary star rating,3,1309,37,4/1/2016,3/31/2017,,
KNOXVILLE,TN,440173,PARKWEST MEDICAL CENTER,KNOX,Summary star rating,4,1244,42,4/1/2016,3/31/2017,,
KNOXVILLE,TN,440120,TENNOVA HEALTHCARE,KNOX,Summary star rating,3,2242,32,4/1/2016,3/31/2017,,
KNOXVILLE,TN,440015,UNIVERSITY OF TN MEDICAL CENTER (THE),KNOX,Summary star rating,4,2070,25,4/1/2016,3/31/2017,,
LA FOLLETTE,TN,440033,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,CAMPBELL,Summary star rating,2,394,31,4/1/2016,3/31/2017,,
LAFAYETTE,TN,441305,MACON COUNTY GENERAL HOSPITAL,MACON,Summary star rating,5,103,23,4/1/2016,3/31/2017,,
LAWRENCEBURG,TN,440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,LAWRENCE,Summary star rating,3,439,33,4/1/2016,3/31/2017,,
LEBANON,TN,440193,TENNOVA HEALTHCARE-LEBANON,WILSON,Summary star rating,2,610,29,4/1/2016,3/31/2017,,
LENOIR CITY,TN,440110,FORT LOUDON MEDICAL CENTER,LOUDON,Summary star rating,3,405,36,4/1/2016,3/31/2017,,
LEWISBURG,TN,441309,MARSHALL MEDICAL CENTER,MARSHALL,Summary star rating,0,52,24,4/1/2016,3/31/2017,,
LEXINGTON,TN,440008,HENDERSON COUNTY COMMUNITY HOSPITAL,HENDERSON,Summary star rating,0,94,39,4/1/2016,3/31/2017,,
LINDEN,TN,440040,PERRY COMMUNITY HOSPITAL,PERRY,Summary star rating,0,FEWER THAN 50,31,4/1/2016,3/31/2017,,
LIVINGSTON,TN,440187,LIVINGSTON REGIONAL HOSPITAL,OVERTON,Summary star rating,4,408,37,4/1/2016,3/31/2017,,
MANCHESTER,TN,440007,UNITY MEDICAL CENTER,COFFEE,Summary star rating,4,225,23,4/1/2016,3/31/2017,,
MARTIN,TN,440061,TENNOVA HEALTHCARE-VOLUNTEER MARTIN,WEAKLEY,Summary star rating,3,249,27,4/1/2016,3/31/2017,,
MARYVILLE,TN,440011,BLOUNT MEMORIAL HOSPITAL,BLOUNT,Summary star rating,3,1794,24,4/1/2016,3/31/2017,,
MC KENZIE,TN,440182,MCKENZIE REGIONAL HOSPITAL,CARROLL,Summary star rating,3,234,34,4/1/2016,3/31/2017,,
MC MINNVILLE,TN,440151,SAINT THOMAS RIVER PARK HOSPITAL,WARREN,Summary star rating,2,488,35,4/1/2016,3/31/2017,,
MEMPHIS,TN,440048,BAPTIST MEMORIAL HOSPITAL,SHELBY,Summary star rating,3,1803,17,4/1/2016,3/31/2017,,
MEMPHIS,TN,440159,DELTA MEDICAL CENTER,SHELBY,Summary star rating,0,76,21,4/1/2016,3/31/2017,,
MEMPHIS,TN,440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,SHELBY,Summary star rating,3,3444,23,4/1/2016,3/31/2017,,
MEMPHIS,TN,440152,REGIONAL ONE HEALTH,SHELBY,Summary star rating,2,1365,17,4/1/2016,3/31/2017,,
MEMPHIS,TN,440183,ST FRANCIS HOSPITAL,SHELBY,Summary star rating,2,824,32,4/1/2016,3/31/2017,,
MILAN,TN,440060,MILAN GENERAL HOSPITAL,GIBSON,Summary star rating,0,73,31,4/1/2016,3/31/2017,,
MORRISTOWN,TN,440067,LAKEWAY REGIONAL HOSPITAL,HAMBLEN,Summary star rating,2,343,33,4/1/2016,3/31/2017,,
MORRISTOWN,TN,440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,HAMBLEN,Summary star rating,3,1077,35,4/1/2016,3/31/2017,,
MURFREESBORO,TN,440053,SAINT THOMAS RUTHERFORD HOSPITAL,RUTHERFORD,Summary star rating,3,1680,36,4/1/2016,3/31/2017,,
NASHVILLE,TN,440111,METRO NASHVILLE GENERAL HOSPITAL,DAVIDSON,Summary star rating,2,411,20,4/1/2016,3/31/2017,,
NASHVILLE,TN,440218,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,DAVIDSON,Summary star rating,5,353,53,4/1/2016,3/31/2017,,
NASHVILLE,TN,440133,SAINT THOMAS MIDTOWN HOSPITAL,DAVIDSON,Summary star rating,3,1994,37,4/1/2016,3/31/2017,,
NASHVILLE,TN,440082,SAINT THOMAS WEST HOSPITAL,DAVIDSON,Summary star rating,4,2851,39,4/1/2016,3/31/2017,,
NASHVILLE,TN,440161,TRISTAR CENTENNIAL MEDICAL CENTER,DAVIDSON,Summary star rating,4,2815,24,4/1/2016,3/31/2017,,
NASHVILLE,TN,440006,TRISTAR SKYLINE MEDICAL CENTER,DAVIDSON,Summary star rating,2,1257,23,4/1/2016,3/31/2017,,
NASHVILLE,TN,440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,DAVIDSON,Summary star rating,3,776,24,4/1/2016,3/31/2017,,
NASHVILLE,TN,440039,VANDERBILT UNIVERSITY MEDICAL CENTER,DAVIDSON,Summary star rating,4,7124,22,4/1/2016,3/31/2017,,
NEWPORT,TN,440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,COCKE,Summary star rating,3,416,30,4/1/2016,3/31/2017,,
OAK RIDGE,TN,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,ANDERSON,Summary star rating,4,1299,37,4/1/2016,3/31/2017,,
PARIS,TN,440132,HENRY COUNTY MEDICAL CENTER,HENRY,Summary star rating,4,570,29,4/1/2016,3/31/2017,,
PARSONS,TN,440070,DECATUR COUNTY GENERAL HOSPITAL,DECATUR,Summary star rating,0,FEWER THAN 50,28,4/1/2016,3/31/2017,,
PULASKI,TN,440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,GILES,Summary star rating,3,271,30,4/1/2016,3/31/2017,,
ROGERSVILLE,TN,440032,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,HAWKINS,Summary star rating,4,228,35,4/1/2016,3/31/2017,,
SAVANNAH,TN,440109,HARDIN MEDICAL CENTER,HARDIN,Summary star rating,4,255,27,4/1/2016,3/31/2017,,
SEVIERVILLE,TN,440081,LECONTE MEDICAL CENTER,CUMBERLAND,Summary star rating,3,580,37,4/1/2016,3/31/2017,,
SHELBYVILLE,TN,440137,TENNOVA HEALTHCARE-SHELBYVILLE,BEDFORD,Summary star rating,3,308,34,4/1/2016,3/31/2017,,
SMITHVILLE,TN,440148,SAINT THOMAS DEKALB HOSPITAL,DEKALB,Summary star rating,4,124,33,4/1/2016,3/31/2017,,
SMYRNA,TN,440227,TRISTAR STONECREST MEDICAL CENTER,RUTHERFORD,Summary star rating,3,899,23,4/1/2016,3/31/2017,,
SNEEDVILLE,TN,441313,WELLMONT HANCOCK COUNTY HOSPITAL,HANCOCK,Summary star rating,0,FEWER THAN 50,30,4/1/2016,3/31/2017,,
SPARTA,TN,440192,SAINT THOMAS HIGHLANDS HOSPITAL,WHITE,Summary star rating,3,106,25,4/1/2016,3/31/2017,,
SPRINGFIELD,TN,440065,NORTHCREST MEDICAL CENTER,ROBERTSON,Summary star rating,4,552,34,4/1/2016,3/31/2017,,
SWEETWATER,TN,440084,SWEETWATER HOSPITAL ASSOCIATION,MONROE,Summary star rating,4,281,30,4/1/2016,3/31/2017,,
TAZEWELL,TN,440057,CLAIBORNE MEDICAL CENTER,CLAIBORNE,Summary star rating,3,235,28,4/1/2016,3/31/2017,,
TULLAHOMA,TN,440144,TENNOVA HEALTHCARE-HARTON,COFFEE,Summary star rating,2,530,31,4/1/2016,3/31/2017,,
UNION CITY,TN,440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,OBION,Summary star rating,4,307,18,4/1/2016,3/31/2017,,
WAVERLY,TN,441303,THREE RIVERS HOSPITAL,HUMPHREYS,Summary star rating,0,FEWER THAN 50,39,4/1/2016,3/31/2017,,
WAYNESBORO,TN,440010,WAYNE MEDICAL CENTER,WAYNE,Summary star rating,0,84,25,4/1/2016,3/31/2017,,
WINCHESTER,TN,440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,FRANKLIN,Summary star rating,3,441,31,4/1/2016,3/31/2017,,
WOODBURY,TN,440200,SAINT THOMAS STONES RIVER HOSPITAL,CANNON,Summary star rating,0,FEWER THAN 50,26,4/1/2016,3/31/2017,,
ABILENE,TX,450558,ABILENE REGIONAL MEDICAL CENTER,TAYLOR,Summary star rating,3,596,29,4/1/2016,3/31/2017,,
ABILENE,TX,450229,HENDRICK MEDICAL CENTER,TAYLOR,Summary star rating,4,679,23,4/1/2016,3/31/2017,,
ADDISON,TX,670073,METHODIST HOSPITAL FOR SURGERY,DALLAS,Summary star rating,4,839,34,4/1/2016,3/31/2017,,
ALICE,TX,450828,CHRISTUS SPOHN HOSPITAL ALICE,JIM WELLS,Summary star rating,4,243,11,4/1/2016,3/31/2017,,
ALPINE,TX,451378,BIG BEND REGIONAL MEDICAL CENTER,BREWSTER,Summary star rating,4,134,25,4/1/2016,3/31/2017,,
AMARILLO,TX,450231,BAPTIST ST ANTHONY'S HOSPITAL,POTTER,Summary star rating,4,1600,24,4/1/2016,3/31/2017,,
AMARILLO,TX,450209,NORTHWEST TEXAS HOSPITAL,POTTER,Summary star rating,3,1460,21,4/1/2016,3/31/2017,,
AMARILLO,TX,450875,QUAIL CREEK SURGICAL HOSPITAL,POTTER,Summary star rating,5,919,52,4/1/2016,3/31/2017,,
ANDREWS,TX,450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,ANDREWS,Summary star rating,4,146,19,4/1/2016,3/31/2017,,
ARANSAS PASS,TX,450605,CARE REGIONAL MEDICAL CENTER,SAN PATRICIO,Summary star rating,0,99,20,4/1/2016,3/31/2017,,
ARLINGTON,TX,670067,BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON,TARRANT,Summary star rating,5,704,46,4/1/2016,3/31/2017,,
ARLINGTON,TX,450675,MEDICAL CITY ARLINGTON,TARRANT,Summary star rating,3,1473,22,4/1/2016,3/31/2017,,
ARLINGTON,TX,450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,TARRANT,Summary star rating,3,1271,16,4/1/2016,3/31/2017,,
ARLINGTON,TX,670071,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,TARRANT,Summary star rating,4,268,27,4/1/2016,3/31/2017,,
ARLINGTON,TX,450872,USMD HOSPITAL AT ARLINGTON L P,TARRANT,Summary star rating,3,476,30,4/1/2016,3/31/2017,,
ATHENS,TX,450389,EAST TEXAS MEDICAL CENTER ATHENS,HENDERSON,Summary star rating,3,665,19,4/1/2016,3/31/2017,,
AUBREY,TX,670062,BAYLOR EMERGENCY MEDICAL CENTER,DENTON,Summary star rating,0,63,28,4/1/2016,3/31/2017,,
AUSTIN,TX,450124,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,TRAVIS,Summary star rating,3,1212,30,4/1/2016,3/31/2017,,
AUSTIN,TX,450809,NORTH AUSTIN MEDICAL CENTER,TRAVIS,Summary star rating,4,1211,24,4/1/2016,3/31/2017,,
AUSTIN,TX,450808,NORTHWEST HILLS SURGICAL HOSPITAL,TRAVIS,Summary star rating,4,126,35,4/1/2016,3/31/2017,,
AUSTIN,TX,450867,SETON NORTHWEST HOSPITAL,TRAVIS,Summary star rating,4,861,32,4/1/2016,3/31/2017,,
AUSTIN,TX,450865,SETON SOUTHWEST HOSPITAL,TRAVIS,Summary star rating,4,188,29,4/1/2016,3/31/2017,,
AUSTIN,TX,450431,ST DAVID'S MEDICAL CENTER,TRAVIS,Summary star rating,4,3005,28,4/1/2016,3/31/2017,,
AUSTIN,TX,450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,TRAVIS,Summary star rating,3,1429,23,4/1/2016,3/31/2017,,
AUSTIN,TX,670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,TRAVIS,Summary star rating,4,278,36,4/1/2016,3/31/2017,,
AZLE,TX,450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,TARRANT,Summary star rating,4,224,18,4/1/2016,3/31/2017,,
BAY CITY,TX,450465,MATAGORDA REGIONAL MEDICAL CENTER,MATAGORDA,Summary star rating,3,266,17,4/1/2016,3/31/2017,,
BAYTOWN,TX,450424,HOUSTON METHODIST SAN JACINTO HOSPITAL,HARRIS,Summary star rating,3,1099,14,4/1/2016,3/31/2017,,
BEAUMONT,TX,450346,BAPTIST BEAUMONT HOSPITAL,JEFFERSON,Summary star rating,3,1461,24,4/1/2016,3/31/2017,,
BEAUMONT,TX,450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,JEFFERSON,Summary star rating,3,632,20,4/1/2016,3/31/2017,,
BEEVILLE,TX,450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,BEE,Summary star rating,2,156,12,4/1/2016,3/31/2017,,
BORGER,TX,451369,GOLDEN PLAINS COMMUNITY HOSPITAL,HUTCHINSON,Summary star rating,4,112,16,4/1/2016,3/31/2017,,
BRECKENRIDGE,TX,450498,STEPHENS MEMORIAL HOSPITAL,STEPHENS,Summary star rating,0,72,32,4/1/2016,3/31/2017,,
BRENHAM,TX,450187,SCOTT & WHITE HOSPITAL BRENHAM,WASHINGTON,Summary star rating,4,196,21,4/1/2016,3/31/2017,,
BROWNFIELD,TX,450399,BROWNFIELD REGIONAL MEDICAL CENTER,TERRY,Summary star rating,0,90,15,4/1/2016,3/31/2017,,
BROWNSVILLE,TX,450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,CAMERON,Summary star rating,3,889,30,4/1/2016,3/31/2017,,
BRYAN,TX,450834,"PHYSICIANS CENTRE,THE",BRAZOS,Summary star rating,5,138,48,4/1/2016,3/31/2017,,
BURLESON,TX,450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,JOHNSON,Summary star rating,3,1234,17,4/1/2016,3/31/2017,,
CARRIZO SPRINGS,TX,450620,DIMMIT REGIONAL HOSPITAL,DIMMIT,Summary star rating,0,FEWER THAN 50,21,4/1/2016,3/31/2017,,
CARROLLTON,TX,450730,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,DENTON,Summary star rating,3,710,16,4/1/2016,3/31/2017,,
CARROLLTON,TX,670110,FIRST TEXAS HOSPITAL CARRROLLTON LLC,DALLAS,Summary star rating,3,107,15,4/1/2016,3/31/2017,,
CARTHAGE,TX,450210,ETMC CARTHAGE,PANOLA,Summary star rating,0,68,18,4/1/2016,3/31/2017,,
CEDAR PARK,TX,670043,CEDAR PARK REGIONAL MEDICAL CENTER,WILLIAMSON,Summary star rating,3,586,25,4/1/2016,3/31/2017,,
CHILDRESS,TX,450369,CHILDRESS REGIONAL MEDICAL CENTER,CHILDRESS,Summary star rating,4,139,26,4/1/2016,3/31/2017,,
CLEBURNE,TX,450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,JOHNSON,Summary star rating,4,506,19,4/1/2016,3/31/2017,,
CLIFTON,TX,451385,GOODALL WITCHER HOSPITAL,BOSQUE,Summary star rating,0,52,32,4/1/2016,3/31/2017,,
COLLEGE STATION,TX,670088,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,BRAZOS,Summary star rating,4,1111,24,4/1/2016,3/31/2017,,
COLLEGE STATION,TX,450299,COLLEGE STATION MEDICAL CENTER,BRAZOS,Summary star rating,4,501,25,4/1/2016,3/31/2017,,
